Q20051142,Q81753
Q689741,Q31875852
Q31875852,Q6092
Q30696413,Q514509
Q514509,Q5978
Q16052,Q5963
Q5963,Q1197
Q31353274,Q5839
Q5839,Q5937
Q32298529,Q8608
Q31522725,Q8557
Q31330525,Q635175
Q635175,Q7901
Q33411462,Q985
Q31297331,Q10434
Q49292536,Q8562
Q11826859,Q16107
Q16107,Q6228
Q30616288,Q10431
Q28151930,Q638324
Q638324,Q6053
Q30813340,Q10427
Q15057597,Q1198
Q32253926,Q985
Q1880310,Q638271
Q638271,Q5907
Q32068216,Q567684
Q567684,Q2970
Q30671277,Q32089673
Q32089673,Q7875
Q32134088,Q10414
Q10414,Q10557
Q644260,Q8551
Q32038578,Q985
Q1792491,Q1208
Q31952992,Q1202
Q32112266,Q32112273
Q32112273,Q6328
Q1796411,Q1200
Q2244409,Q23036
Q23036,Q8559
Q35309758,Q980
Q32117107,Q980
Q32218882,Q1208
Q30619718,Q639703
Q639703,Q7899
Q30500253,Q530185
Q530185,Q6081
Q31298806,Q31987379
Q31987379,Q6018
Q31920494,Q8574
Q87485344,Q490066
Q31566806,Q636117
Q32111420,Q7888
Q31298207,Q16054
Q16054,Q6301
Q6301,Q1202
Q31339801,Q674196
Q674196,Q2905
Q33397664,Q985
Q33401442,Q1194
Q315416,Q1198
Q30664075,Q259635
Q259635,Q8559
Q30709334,Q200836
Q200836,Q6272
Q585507,Q10461
Q10461,Q10547
Q32055301,Q1197
Q31912318,Q10458
Q558210,Q2947
Q320166,Q522992
Q522992,Q6040
Q502869,Q5923
Q5923,Q1197
Q31942679,Q1202
Q32252178,Q8552
Q32051387,Q633260
Q633260,Q5907
Q33408223,Q1197
Q35448117,Q980
Q681864,Q10530
Q554220,Q2980
Q2980,Q1194
Q23560233,Q32288505
Q32288505,Q5913
Q1622397,Q1200
Q566032,Q8606
Q8606,Q1200
Q31320096,Q20340
Q583359,Q10465
Q30510591,Q1206
Q569296,Q8585
Q32087734,Q514924
Q514924,Q5927
Q5927,Q1197
Q32258271,Q1202
Q33379866,Q980
Q31292680,Q506136
Q506136,Q6317
Q9392509,Q8541
Q49294890,Q560988
Q560988,Q2941
Q84595807,Q32059762
Q32059762,Q6057
Q11776972,Q10432
Q32210461,Q1197
Q31306202,Q502100
Q502100,Q6041
Q559064,Q2905
Q572581,Q6173
Q30604426,Q137593
Q137593,Q10421
Q30658836,Q523642
Q523642,Q6142
Q31292847,Q489164
Q489164,Q10483
Q31308944,Q560956
Q560956,Q7902
Q32752456,Q985
Q32755193,Q1199
Q31522113,Q10522
Q33374214,Q980
Q30658643,Q1196
Q400507,Q504754
Q504754,Q5922
Q30714982,Q515661
Q515661,Q8233
Q1603173,Q506295
Q506295,Q7890
Q33379826,Q1208
Q32223549,Q279508
Q279508,Q7898
Q2512290,Q10439
Q31298937,Q31870410
Q31870410,Q6337
Q6337,Q1202
Q30746496,Q522541
Q522541,Q7907
Q7907,Q7932
Q33514498,Q700711
Q700711,Q2917
Q32191708,Q980
Q2519689,Q10526
Q522390,Q14920405
Q384835,Q7871
Q30610553,Q5628
Q5628,Q5946
Q31543217,Q10523
Q31939660,Q530197
Q530197,Q6075
Q32180958,Q1197
Q562519,Q8564
Q656811,Q8579
Q31914535,Q10483
Q31305779,Q3138
Q31996881,Q81302
Q81302,Q8211
Q8211,Q32017476
Q30711491,Q526337
Q32042134,Q1196
Q512766,Q10472
Q32510081,Q1208
Q573618,Q32052205
Q32052205,Q5963
Q31336310,Q70998
Q70998,Q6328
Q30670916,Q32627489
Q32627489,Q7166
Q7166,Q8172
Q1623475,Q427360
Q427360,Q7907
Q30793638,Q32002841
Q32002841,Q6125
Q32059829,Q1208
Q32513659,Q1202
Q30731232,Q516448
Q516448,Q7905
Q30777765,Q547099
Q547099,Q6115
Q32750892,Q980
Q632154,Q2967
Q21551302,Q46017
Q46017,Q2902
Q31528014,Q980
Q15310099,Q10449
Q33376310,Q1199
Q20202,Q2902
Q33400355,Q1197
Q1587644,Q1198
Q49282777,Q32472679
Q32472679,Q5936
Q30659420,Q550233
Q550233,Q6092
Q32192298,Q1194
Q976520,Q980
Q30501544,Q635365
Q32016263,Q7866
Q668158,Q662130
Q662130,Q2917
Q652375,Q985
Q8831,Q32753428
Q32753428,Q6313
Q31307260,Q622562
Q622562,Q7908
Q508714,Q10469
Q32751511,Q980
Q33379525,Q985
Q482556,Q8575
Q32750393,Q1208
Q32052877,Q1197
Q31913069,Q980
Q31295318,Q10408
Q10408,Q10557
Q31300499,Q32753336
Q32753336,Q32067990
Q32067990,Q1205
Q32059523,Q980
Q689706,Q3011
Q30657704,Q10456
Q10456,Q10551
Q31999928,Q980
Q31292469,Q534766
Q534766,Q7887
Q31312374,Q8601
Q32050364,Q1197
Q30690008,Q428950
Q428950,Q7894
Q474546,Q32067991
Q1822362,Q492366
Q492366,Q5929
Q574373,Q32067991
Q567156,Q8585
Q282355,Q7869
Q30703695,Q32751344
Q32751344,Q6337
Q30727549,Q32062402
Q32062402,Q8223
Q8223,Q8170
Q38998199,Q1198
Q55114139,Q254310
Q254310,Q10502
Q30664632,Q26364
Q26364,Q8608
Q519751,Q32753191
Q32753191,Q7887
Q31874989,Q254774
Q254774,Q6287
Q551382,Q2947
Q32228926,Q1205
Q30707456,Q370301
Q370301,Q10462
Q10462,Q10547
Q33396415,Q1198
Q32473960,Q1200
Q188164,Q10528
Q33416280,Q1197
Q32033381,Q985
Q30774242,Q659146
Q659146,Q7866
Q31557753,Q505408
Q505408,Q10518
Q10518,Q10562
Q30504856,Q10893
Q10893,Q5953
Q30811489,Q31874157
Q31874157,Q8233
Q704446,Q32565530
Q32565530,Q6061
Q30499466,Q1206
Q31897977,Q8223
Q32064801,Q8177
Q205383,Q32184251
Q32184251,Q6125
Q30638427,Q1205
Q30760860,Q16052
Q31331794,Q684864
Q684864,Q7858
Q7858,Q1205
Q539857,Q32029986
Q32029986,Q8541
Q554737,Q7887
Q32055509,Q980
Q624361,Q6125
Q647644,Q8593
Q33404398,Q980
Q559571,Q5945
Q5945,Q1197
Q31322918,Q1197
Q35387807,Q980
Q31912304,Q10459
Q10459,Q10547
Q886272,Q6992
Q31339972,Q5946
Q175367,Q8606
Q30596845,Q200138
Q30714411,Q402815
Q402815,Q2909
Q31316937,Q1206
Q30661857,Q31987624
Q31987624,Q31987608
Q31987608,Q1205
Q671142,Q2898
Q30741489,Q8580
Q31327296,Q32184521
Q32184521,Q20264
Q31952898,Q1202
Q31329727,Q621464
Q621464,Q7896
Q80480,Q8525
Q8525,Q8172
Q33437510,Q10489
Q10489,Q10559
Q572400,Q8569
Q255396,Q10497
Q31301354,Q10442
Q10442,Q10554
Q32718416,Q1196
Q33499389,Q10458
Q160611,Q32517689
Q32517689,Q571947
Q32010843,Q1198
Q30791432,Q545059
Q545059,Q7883
Q32131808,Q8574
Q32292242,Q1198
Q1591499,Q32024566
Q32024566,Q5963
Q556921,Q2941
Q32062907,Q2967
Q30684518,Q8830
Q8830,Q6313
Q31346178,Q389840
Q389840,Q8551
Q32039888,Q980
Q15276466,Q494521
Q494521,Q8193
Q8193,Q32017476
Q675759,Q7864
Q7864,Q1205
Q30504621,Q10405
Q31357019,Q81457
Q81457,Q8217
Q35465083,Q985
Q31541497,Q5642
Q31318418,Q554864
Q554864,Q7861
Q33393308,Q985
Q32265173,Q7888
Q32042431,Q1208
Q526741,Q2941
Q31540183,Q624187
Q624187,Q7908
Q32050628,Q10477
Q13188137,Q509173
Q509173,Q5897
Q5897,Q1197
Q32201138,Q8522
Q33394830,Q1208
Q14906552,Q980
Q32064499,Q553869
Q553869,Q8574
Q30681884,Q8602
Q34932980,Q1205
Q32059960,Q1197
Q1981041,Q10447
Q505015,Q10434
Q504407,Q10436
Q31555471,Q127043
Q127043,Q10518
Q32066523,Q1198
Q801471,Q32749678
Q32749678,Q33159471
Q33159471,Q8172
Q825516,Q980
Q31303676,Q633810
Q633810,Q7905
Q31516558,Q1196
Q667690,Q31988077
Q31988077,Q2909
Q30504636,Q504528
Q504528,Q10439
Q621208,Q7894
Q31952764,Q1196
Q30712024,Q505972
Q505972,Q10419
Q10419,Q10555
Q31567103,Q32512974
Q32512974,Q8528
Q437529,Q31896788
Q31896788,Q14920405
Q31300230,Q980
Q32017813,Q5936
Q635620,Q6142
Q31546052,Q183
Q31290466,Q32001070
Q30620478,Q31928047
Q31928047,Q8186
Q8186,Q32063954
Q31307583,Q528740
Q528740,Q10456
Q2519753,Q10402
Q654707,Q60029517
Q60029517,Q8572
Q818956,Q284252
Q284252,Q2905
Q46859,Q6337
Q971198,Q1726
Q503759,Q461889
Q461889,Q2909
Q436841,Q743765
Q743765,Q10472
Q632671,Q370304
Q370304,Q6053
Q565113,Q822400
Q822400,Q8580
Q543732,Q560235
Q560235,Q8608
Q511796,Q10539
Q5870,Q6323
Q6323,Q1202
Q666341,Q461903
Q22975,Q23787014
Q23787014,Q8557
Q629830,Q17300305
Q17300305,Q8585
Q670609,Q732402
Q732402,Q7871
Q562793,Q26877568
Q26877568,Q8562
Q553333,Q59775090
Q59775090,Q8572
Q563054,Q561426
Q561426,Q8608
Q676518,Q510173
Q510173,Q8608
Q120802,Q2520211
Q2520211,Q10414
Q71137,Q6328
Q285171,Q7888
Q491426,Q10483
Q631146,Q328801
Q328801,Q5936
Q34093,Q33769
Q33769,Q7888
Q2090,Q980
Q1250639,Q1295
Q649937,Q314928
Q314928,Q7884
Q179762,Q9378551
Q9378551,Q8174
Q562469,Q560240
Q560240,Q8574
Q1793092,Q10417
Q532907,Q10497
Q554856,Q459666
Q459666,Q7861
Q552615,Q315936
Q315936,Q7869
Q488974,Q1274512
Q1274512,Q10429
Q525931,Q1529760
Q1529760,Q10453
Q279246,Q10489
Q13965923,Q7866
Q80683,Q9392560
Q9392560,Q8184
Q8184,Q985
Q639682,Q458432
Q458432,Q2876
Q558852,Q2519721
Q2519721,Q10465
Q660862,Q1022
Q1022,Q985
Q537729,Q9392579
Q9392579,Q8174
Q35374681,Q1200
Q31310372,Q569648
Q569648,Q7909
Q34584680,Q503156
Q503156,Q10485
Q10485,Q10559
Q21077016,Q10427
Q31319750,Q10459
Q15108524,Q10453
Q1490863,Q10491
Q88389322,Q623516
Q623516,Q6125
Q46324765,Q5573
Q5573,Q5937
Q33396466,Q1200
Q30608930,Q32226535
Q32226535,Q20264
Q20619101,Q692809
Q692809,Q5907
Q30624428,Q81408
Q81408,Q8217
Q32048938,Q980
Q15273395,Q40
Q2147904,Q1718
Q30661834,Q6880
Q259699,Q251136
Q251136,Q10518
Q31526518,Q32257655
Q32257655,Q8223
Q32018725,Q1199
Q35434079,Q1208
Q32051117,Q1196
Q14210455,Q1208
Q32280466,Q475659
Q475659,Q6053
Q1651842,Q31987624
Q2258852,Q495778
Q2011213,Q10496
Q10496,Q10562
Q35328057,Q1197
Q59421,Q183
Q31551698,Q980
Q32004096,Q8580
Q31354360,Q503682
Q49290529,Q279644
Q279644,Q8552
Q49292955,Q549052
Q549052,Q10405
Q507889,Q10471
Q10471,Q10547
Q547269,Q10417
Q31361323,Q10427
Q31950694,Q1194
Q32176319,Q2917
Q31310129,Q10427
Q32058056,Q566299
Q566299,Q5973
Q31289000,Q490521
Q490521,Q6181
Q652702,Q559014
Q559014,Q2905
Q876764,Q10402
Q340737,Q544732
Q544732,Q10414
Q139002,Q706291
Q27892090,Q985
Q31561197,Q61636
Q61636,Q8198
Q33218864,Q1196
Q33517414,Q701014
Q32287803,Q1205
Q31557605,Q10522
Q34934925,Q64
Q32749658,Q1196
Q31878952,Q980
Q49290845,Q10405
Q32583590,Q1197
Q31953519,Q31953523
Q31953523,Q6178
Q32058810,Q985
Q389741,Q8569
Q337387,Q10504
Q10504,Q10562
Q32750852,Q980
Q2153363,Q10402
Q26727459,Q1198
Q701688,Q980
Q32055942,Q1197
Q238814,Q8602
Q254786,Q10528
Q1283246,Q1104
Q1104,Q5937
Q31339005,Q32747968
Q32747968,Q7878
Q2161506,Q20287
Q20287,Q2902
Q30617487,Q32063077
Q32063077,Q6068
Q689529,Q530185
Q32228613,Q1198
Q31319001,Q7902
Q30762390,Q31924019
Q31924019,Q8174
Q31336442,Q32233936
Q32233936,Q1208
Q32205472,Q10485
Q376796,Q5936
Q30689495,Q32147729
Q32147729,Q8174
Q595282,Q6837
Q6837,Q6075
Q32291534,Q1196
Q32008609,Q1206
Q31297826,Q1199
Q31330707,Q5973
Q32206052,Q1200
Q31333506,Q183
Q31888956,Q8579
Q9322863,Q32265531
Q32265531,Q2861
Q2861,Q1196
Q32752377,Q1198
Q34931609,Q64
Q30613321,Q1200
Q31553720,Q57951
Q57951,Q6339
Q31300984,Q652660
Q652660,Q2905
Q32143329,Q6018
Q31296118,Q634321
Q634321,Q7898
Q32284140,Q10429
Q31309485,Q555213
Q555213,Q3000
Q31550247,Q503682
Q1527605,Q32086408
Q32086408,Q8223
Q30702383,Q8559
Q31292146,Q32268990
Q32268990,Q7882
Q31326692,Q32042679
Q32042679,Q6308
Q6308,Q1202
Q800475,Q158876
Q158876,Q31910788
Q30712543,Q10454
Q10454,Q10551
Q31356559,Q569664
Q569664,Q7907
Q31923710,Q980
Q32237672,Q1205
Q33380970,Q985
Q31291121,Q8552
Q31290625,Q373902
Q373902,Q7902
Q31324849,Q494733
Q494733,Q7911
Q625891,Q31911451
Q31911451,Q5929
Q654601,Q8585
Q31306213,Q1197
Q264385,Q10475
Q10475,Q10559
Q30697182,Q382481
Q382481,Q702755
Q32366487,Q1055
Q30793079,Q10903
Q10903,Q5953
Q17326929,Q32067884
Q32067884,Q1208
Q565836,Q8552
Q30816385,Q503790
Q31354518,Q252755
Q252755,Q10528
Q17326393,Q640310
Q640310,Q315211
Q315211,Q6142
Q31886997,Q980
Q32056401,Q10458
Q557834,Q32048877
Q1818025,Q1198
Q31901462,Q5906
Q5906,Q1197
Q32058656,Q980
Q49291751,Q8579
Q34919054,Q1197
Q556082,Q2967
Q153444,Q2066
Q2066,Q7926
Q32018063,Q504499
Q504499,Q10427
Q32190122,Q8569
Q1996306,Q1208
Q31913390,Q566419
Q566419,Q6022
Q1012818,Q32750891
Q32750891,Q8193
Q33454153,Q643389
Q643389,Q8574
Q49290698,Q701148
Q701148,Q5907
Q632579,Q32269335
Q32269335,Q5910
Q31567463,Q8583
Q18018198,Q985
Q1020737,Q557326
Q557326,Q2967
Q30788295,Q552689
Q552689,Q7882
Q32512776,Q1199
Q1548648,Q532803
Q532803,Q6156
Q570094,Q6152
Q30614367,Q658689
Q658689,Q8552
Q30804087,Q565488
Q565488,Q7894
Q1683435,Q7082
Q32174534,Q980
Q387497,Q269447
Q269447,Q10459
Q33392151,Q980
Q31556349,Q127043
Q31878921,Q31878927
Q31878927,Q8225
Q277889,Q183
Q702533,Q32664319
Q31307202,Q32084375
Q32084375,Q6313
Q33442306,Q572873
Q572873,Q7888
Q49460005,Q31916839
Q504209,Q6053
Q682569,Q32265531
Q32699701,Q6181
Q633959,Q3011
Q30613623,Q1200
Q32087220,Q980
Q31357418,Q6087
Q32176021,Q1196
Q56826938,Q980
Q468363,Q369145
Q369145,Q6053
Q645575,Q8602
Q30679332,Q7875
Q32259802,Q1198
Q567722,Q8585
Q656289,Q8569
Q503569,Q10436
Q32063647,Q533597
Q533597,Q2947
Q696849,Q6092
Q32192592,Q7858
Q32278425,Q980
Q162572,Q502512
Q502512,Q6317
Q80809,Q8533
Q32287756,Q1197
Q557013,Q2941
Q30666940,Q32749861
Q32749861,Q14891
Q14891,Q1205
Q1346047,Q32729223
Q32729223,Q8528
Q32115443,Q647439
Q647439,Q8593
Q2316045,Q31897061
Q31897061,Q5922
Q31360089,Q562147
Q562147,Q6799
Q708356,Q980
Q28053520,Q9536
Q32752140,Q6045
Q32192659,Q8602
Q691778,Q2898
Q32062469,Q10454
Q32058857,Q17119
Q17119,Q6330
Q1549168,Q1194
Q20078,Q6330
Q6521172,Q32123035
Q32123035,Q5958
Q5958,Q1197
Q31358113,Q5978
Q32765138,Q7883
Q32025899,Q639664
Q639664,Q5907
Q50880,Q32036528
Q32036528,Q6068
Q1427905,Q252466
Q252466,Q10453
Q564669,Q8590
Q31311056,Q560956
Q30613758,Q1200
Q30620241,Q558593
Q558593,Q6794
Q6794,Q1201
Q31346191,Q10491
Q2518107,Q1198
Q31524591,Q10923
Q10923,Q5946
Q518825,Q8223
Q566740,Q8580
Q565004,Q8601
Q819054,Q8593
Q30801721,Q565953
Q565953,Q7884
Q33482361,Q515958
Q515958,Q10444
Q10444,Q10554
Q555643,Q32263576
Q32263576,Q5963
Q32723197,Q1208
Q30630899,Q522890
Q522890,Q2937
Q33413371,Q1200
Q35656555,Q7866
Q627684,Q7861
Q628224,Q8601
Q653864,Q8566
Q30663947,Q628458
Q628458,Q6132
Q6132,Q1208
Q31878063,Q557809
Q557809,Q8217
Q31884465,Q10424
Q659071,Q279230
Q279230,Q7869
Q1767643,Q10402
Q27882373,Q505551
Q32010627,Q985
Q32057628,Q1198
Q32062979,Q528809
Q528809,Q2941
Q60250703,Q536781
Q536781,Q2905
Q30805996,Q6214
Q6214,Q7920
Q316061,Q10402
Q35263441,Q1199
Q20051143,Q81753
Q30673761,Q31987930
Q30665102,Q1197
Q30726558,Q31971049
Q31971049,Q8525
Q31914257,Q980
Q30647968,Q622891
Q622891,Q5963
Q32258956,Q5897
Q32247227,Q636572
Q636572,Q2970
Q32285791,Q1196
Q49293151,Q627818
Q627818,Q8601
Q30661967,Q8552
Q31537584,Q1197
Q49292936,Q32753775
Q32753775,Q5931
Q5931,Q1197
Q61658,Q31955358
Q31955358,Q8541
Q14071,Q985
Q640402,Q2970
Q556764,Q7882
Q565120,Q8572
Q2144060,Q2885796
Q2885796,Q6071
Q30755640,Q1208
Q539774,Q32761171
Q32761171,Q8233
Q569563,Q8522
Q1376611,Q10471
Q9392577,Q8182
Q30721303,Q10952
Q10952,Q5982
Q49293111,Q10454
Q31352048,Q625897
Q625897,Q7898
Q773932,Q1198
Q31996944,Q70949
Q1568799,Q1197
Q33416511,Q1197
Q31923980,Q985
Q47716892,Q551932
Q551932,Q6061
Q31914248,Q1205
Q8939,Q31975594
Q31975594,Q1731
Q1731,Q1202
Q32013367,Q1205
Q437711,Q32059762
Q30678663,Q32095265
Q32095265,Q6040
Q21057247,Q10427
Q1465350,Q365
Q365,Q7927
Q15115079,Q8583
Q698227,Q155981
Q155981,Q6071
Q31317004,Q504553
Q31924357,Q980
Q32064004,Q673462
Q33380661,Q1194
Q9378570,Q8195
Q31359606,Q10921
Q10921,Q5946
Q31526486,Q10522
Q49293106,Q10482
Q10482,Q10559
Q31352941,Q14912
Q14912,Q6794
Q30620752,Q574465
Q27973276,Q627440
Q627440,Q7911
Q33349999,Q985
Q2592645,Q3834
Q3834,Q9378510
Q9378510,Q8206
Q32244227,Q1197
Q508698,Q10420
Q32366493,Q1055
Q1669858,Q1503134
Q1503134,Q2742
Q2742,Q1198
Q1330484,Q628473
Q628473,Q7894
Q32060686,Q980
Q515999,Q8223
Q31292268,Q1199
Q31541430,Q10919
Q586195,Q10405
Q31304705,Q8575
Q33383637,Q1198
Q35269187,Q1199
Q32280824,Q8602
Q165380,Q6022
Q31293862,Q31897954
Q31897954,Q20264
Q32750658,Q1196
Q31360208,Q20349
Q20349,Q2902
Q831078,Q1198
Q30660670,Q646743
Q646743,Q8580
Q666385,Q3000
Q831220,Q40
Q674764,Q8580
Q553309,Q8572
Q556403,Q2917
Q33408129,Q980
Q49292302,Q526524
Q526524,Q10500
Q569676,Q32085035
Q32010899,Q1197
Q699203,Q2898
Q656697,Q8585
Q32474571,Q1206
Q31290119,Q556546
Q556546,Q6041
Q566747,Q8606
Q1497131,Q32749678
Q33476642,Q10412
Q1547284,Q2999
Q2999,Q980
Q31520673,Q432528
Q432528,Q10518
Q31304468,Q33729223
Q33729223,Q6146
Q28922889,Q9536
Q31331143,Q621464
Q35304162,Q980
Q1563439,Q31917795
Q31917795,Q7927
Q30654404,Q624854
Q624854,Q7893
Q31300910,Q566594
Q566594,Q10405
Q31304650,Q3117
Q3117,Q6295
Q6295,Q7927
Q31528148,Q10523
Q49294463,Q7887
Q1016033,Q1694667
Q1694667,Q1867645
Q1867645,Q383282
Q383282,Q1731
Q30716898,Q32233936
Q31311752,Q980
Q32064095,Q1208
Q7047,Q8572
Q31340555,Q32747968
Q31916068,Q6181
Q34820066,Q1200
Q57744,Q6339
Q31914443,Q7871
Q1477292,Q7866
Q31560884,Q32747476
Q32747476,Q8200
Q544776,Q10493
Q10493,Q10562
Q556416,Q7882
Q31528394,Q31994787
Q31994787,Q8193
Q32034198,Q2909
Q32282269,Q980
Q1172158,Q31914667
Q31914667,Q5922
Q33514378,Q623420
Q623420,Q7906
Q30622774,Q8580
Q30723757,Q7899
Q32171018,Q1197
Q513868,Q10405
Q30631314,Q663878
Q663878,Q2905
Q878063,Q980
Q49281621,Q8575
Q31547685,Q636145
Q636145,Q7893
Q870633,Q31916839
Q31542014,Q10528
Q32091739,Q10454
Q32066360,Q8593
Q30509930,Q32031686
Q2013738,Q32121710
Q32121710,Q7902
Q31292510,Q7861
Q627725,Q7893
Q581955,Q10465
Q31361750,Q523770
Q523770,Q2937
Q553315,Q8608
Q697414,Q532678
Q558982,Q2905
Q14524042,Q8596
Q32021205,Q8602
Q15107840,Q671766
Q671766,Q6053
Q32068003,Q1197
Q33506256,Q7866
Q30732185,Q32415751
Q32415751,Q2876
Q33399829,Q980
Q32058745,Q8552
Q25158373,Q8554
Q31303934,Q31916883
Q31916883,Q5978
Q321562,Q163966
Q163966,Q31910788
Q49283605,Q10544
Q31917394,Q1196
Q32089107,Q6156
Q374704,Q32189863
Q32189863,Q5919
Q71036,Q32707590
Q32707590,Q6328
Q32058644,Q1197
Q31335567,Q182174
Q182174,Q6187
Q31912492,Q1197
Q1616598,Q1198
Q10757,Q6308
Q49292957,Q557089
Q557089,Q2967
Q31536301,Q4149
Q4149,Q33158910
Q33158910,Q1200
Q32019912,Q1202
Q32052792,Q1199
Q596859,Q7898
Q684790,Q7869
Q31314761,Q628525
Q628525,Q7861
Q30785365,Q72977
Q72977,Q10455
Q10455,Q10551
Q31541085,Q487971
Q487971,Q10530
Q35357563,Q1197
Q32750253,Q1197
Q524382,Q10449
Q701365,Q32008606
Q32008606,Q6064
Q32066510,Q985
Q30719078,Q50856
Q50856,Q6081
Q28920130,Q9536
Q32079443,Q8574
Q32226895,Q1208
Q30737285,Q32069140
Q32069140,Q5906
Q49284479,Q32545215
Q32545215,Q8200
Q33380538,Q1197
Q31903018,Q5978
Q504891,Q10544
Q31532424,Q10923
Q15734377,Q1130
Q1130,Q5937
Q30651489,Q31883153
Q31883153,Q6061
Q329002,Q1197
Q31324831,Q290380
Q290380,Q10458
Q477982,Q1202
Q31955291,Q8593
Q33373557,Q985
Q160972,Q93279
Q93279,Q571947
Q33386631,Q980
Q30507777,Q183345
Q183345,Q6224
Q30790077,Q8566
Q1795312,Q10444
Q31919904,Q501639
Q501639,Q5948
Q5948,Q1197
Q32760839,Q8528
Q32224958,Q8593
Q567693,Q8559
Q30779942,Q10489
Q31533550,Q510295
Q510295,Q10471
Q31309215,Q8218
Q8218,Q20264
Q30700798,Q46811
Q46811,Q6337
Q30791787,Q514509
Q32065767,Q20352
Q20352,Q2902
Q1338658,Q203397
Q203397,Q10502
Q31455637,Q32385675
Q32385675,Q6098
Q49334230,Q1196
Q32751277,Q2909
Q1247321,Q570209
Q570209,Q6789
Q6789,Q1201
Q1921776,Q93286
Q93286,Q571947
Q637728,Q2975
Q31517963,Q127043
Q32750163,Q1200
Q163024,Q10434
Q671894,Q1205
Q242632,Q31887840
Q31887840,Q6230
Q2215867,Q1205
Q31290039,Q31913772
Q31913772,Q5940
Q31303655,Q641570
Q641570,Q8566
Q32285412,Q157200
Q157200,Q6317
Q33417287,Q1208
Q541722,Q8569
Q30724580,Q16107
Q30812785,Q32050277
Q32050277,Q5940
Q34890114,Q1194
Q32258206,Q551988
Q551988,Q7865
Q33376856,Q1199
Q31542838,Q10522
Q32215199,Q1196
Q33528008,Q20270
Q20270,Q2902
Q30649742,Q200836
Q501626,Q32758593
Q32758593,Q5952
Q5952,Q1197
Q1429329,Q31897954
Q30724423,Q569850
Q569850,Q32085035
Q33400893,Q1197
Q30673190,Q1202
Q32095468,Q559999
Q559999,Q6115
Q670955,Q2898
Q636036,Q8221
Q8221,Q8170
Q30684781,Q552554
Q552554,Q7902
Q30767938,Q7871
Q2520329,Q10475
Q47092392,Q6040
Q2519583,Q10533
Q30801830,Q4426
Q4426,Q7887
Q650841,Q8574
Q32179517,Q1208
Q30103301,Q6483
Q6483,Q6323
Q31532780,Q980
Q32282484,Q486551
Q486551,Q5927
Q23047573,Q3004
Q3004,Q10562
Q30700554,Q163693
Q163693,Q6249
Q6249,Q7926
Q31305043,Q8602
Q1352664,Q225774
Q225774,Q6218
Q6218,Q7923
Q33380648,Q980
Q31562611,Q112559
Q112559,Q8191
Q31561526,Q32751346
Q32751346,Q8195
Q553798,Q10477
Q31309945,Q8602
Q33409273,Q1202
Q1777972,Q1200
Q49292140,Q7882
Q31918676,Q528761
Q528761,Q2980
Q896850,Q1718
Q32060302,Q1198
Q49627828,Q1194
Q1437589,Q503352
Q503352,Q10523
Q883176,Q1208
Q712303,Q5907
Q649380,Q8564
Q705778,Q8230
Q31542121,Q7878
Q31562482,Q8191
Q35363945,Q1208
Q32124874,Q1208
Q1987956,Q8601
Q31982286,Q1197
Q372955,Q627571
Q627571,Q7901
Q30512072,Q637007
Q32511071,Q671167
Q671167,Q2898
Q18018048,Q521524
Q521524,Q8178
Q47525603,Q1198
Q1746904,Q437585
Q437585,Q702755
Q30777626,Q624888
Q624888,Q7901
Q31322161,Q1208
Q31353003,Q10405
Q31539348,Q8557
Q489059,Q10483
Q28038,Q2937
Q2329091,Q1208
Q33369852,Q1196
Q30599691,Q32276176
Q32276176,Q32067975
Q32067975,Q1197
Q573045,Q2937
Q31909877,Q627786
Q627786,Q8585
Q31352511,Q8572
Q2407100,Q985
Q32056584,Q1197
Q31515299,Q10530
Q35286430,Q985
Q30615297,Q8552
Q35322819,Q1205
Q35797360,Q10890
Q10890,Q5953
Q30761678,Q32194568
Q32194568,Q6018
Q33224225,Q511408
Q511408,Q10456
Q637597,Q7872
Q539630,Q8557
Q32130676,Q1196
Q33382626,Q985
Q63926923,Q32276342
Q32276342,Q6061
Q32005258,Q1194
Q32263226,Q6022
Q1491749,Q985
Q2365633,Q1196
Q1688069,Q625962
Q625962,Q6142
Q31317099,Q10444
Q49282918,Q8562
Q31522740,Q31896905
Q31896905,Q8525
Q1633,Q1055
Q30650262,Q31928047
Q30628898,Q11323
Q11323,Q11280
Q11280,Q7924
Q32011134,Q980
Q2249041,Q7866
Q631292,Q7883
Q30616997,Q31877600
Q31877600,Q5915
Q21551459,Q10562
Q2257226,Q1198
Q701125,Q7869
Q33414165,Q980
Q75699952,Q559913
Q32751623,Q1208
Q698604,Q32565530
Q651201,Q426353
Q426353,Q2917
Q33155709,Q980
Q31528131,Q10402
Q32232513,Q183
Q168070,Q8593
Q552908,Q6883479
Q6883479,Q2941
Q30692931,Q10412
Q1552079,Q32751841
Q32751841,Q33159485
Q33159485,Q8170
Q30625852,Q621212
Q621212,Q7894
Q33381667,Q980
Q31920212,Q1198
Q32204412,Q1196
Q30656409,Q504334
Q504334,Q10449
Q21873263,Q40
Q32067968,Q10555
Q31949572,Q3003
Q3003,Q1194
Q30692709,Q11046
Q11046,Q6298
Q31567616,Q32258187
Q32258187,Q8208
Q32187354,Q7911
Q32093362,Q8195
Q30738932,Q491769
Q491769,Q5936
Q880907,Q1196
Q32142536,Q1196
Q62526348,Q32265531
Q32063950,Q10493
